REGIAO_ORIGEM,UF,DATE,TMIN,TMAX,PREC
Atlântico Baiano,BA,2016-07-01,20.086784693748438,29.298037411415415,1120.431570950164
Campo das Vertentes,MG,2016-07-01,15.505760641659007,27.548874546499814,1399.7227065142463
Caparaó,ES,2016-07-01,15.974770173793885,27.2339406362394,1393.918863436071
Ceará,CE,2016-07-01,21.247096148404207,32.766334418094516,714.4648166232639
Cerrado Mineiro,MG,2016-07-01,17.9196672409958,30.110400877137113,1299.2200932789046
Chapada Diamantina,BA,2016-07-01,17.62398551033332,28.520481471235424,768.1254921384904
Chapada de Minas,MG,2016-07-01,18.032856302498924,30.064943350252307,916.5387909478565
Conilon Capixaba,ES,2016-07-01,20.370253227375173,30.893450631035698,847.5844161422165
Goiás,GO,2016-07-01,18.384770884751127,30.67611779141005,1270.5846611500551
Mantiqueira de Minas,MG,2016-07-01,13.362257443941557,26.60114911886362,1425.4279245229868
Marília e Garça,SP,2016-07-01,16.57960842980279,29.33581699795193,1540.2736870659721
Matas de Minas,MG,2016-07-01,16.961060810756017,28.0787376457161,1233.4220610932036
Matas de Rondônia,RO,2016-07-01,21.554941547780796,32.68503442294356,1814.3156048318615
Mato Grosso,MT,2016-07-01,21.01682610169034,32.41118304455867,1958.0141487650733
Montanhas de Minas,MG,2016-07-01,17.559952868554824,28.335283856642874,1351.1493290492467
Montanhas do Espírito Santo,ES,2016-07-01,17.067434412638345,26.777746988932293,1175.2696736653645
Média Mogiana,SP,2016-07-01,15.515407520791758,27.656753809555717,1575.4992290994396
Noroeste/Norte do Rio de Janeiro,RJ,2016-07-01,19.18377704861798,29.78277930730506,999.5324552511867
Norte Pioneiro do Paraná,PR,2016-07-01,16.189023998612207,27.39464643491921,1607.887620858267
Norte e Noroeste de Minas,MG,2016-07-01,17.86325414975484,31.115499090265345,1397.634746975369
Oeste da Bahia,BA,2016-07-01,18.604575901745473,32.0466449655951,983.6625220150871
Ourinhos e Avaré,SP,2016-07-01,16.126649220784504,27.560259870303575,1512.146027595766
Paraná,PR,2016-07-01,16.974748324406775,28.195436358451843,1790.7618940253008
Pernambuco,PE,2016-07-01,19.592633966299204,30.170461507943962,529.3067575307992
Pinhal,SP,2016-07-01,15.719361415276161,28.637828753544735,1469.4710693359375
Planalto Central,DF,2016-07-01,16.947711167512118,29.367800853870534,1202.068406846788
Planalto de Vitória da Conquista,BA,2016-07-01,17.703854870377924,29.18897731680619,670.1018538893314
Rondônia,RO,2016-07-01,21.79833967778748,32.56516291495706,1972.28994112509
Serrana de Itiruçu/Brejões,BA,2016-07-01,18.25457710443541,28.407816576403242,1058.645611785179
Serrana do Rio de Janeiro,RJ,2016-07-01,15.989952928879681,26.392771178600835,1523.704403147978
Sul de Minas,MG,2016-07-01,14.814596285247802,27.502331594848634,1424.1458751953126
Sul do Rio de Janeiro,RJ,2016-07-01,16.779183314396786,27.25915067623823,1472.191174629407
Acre,AC,2017-07-02,21.085546620527104,31.49140928019231,1808.478867880663
Alta Mogiana,SP,2017-07-02,17.058321229342756,28.785417918501228,1389.0565038220636
Atlântico Baiano,BA,2017-07-02,19.188480063660503,28.26418317507391,1377.1136647402968
Campo das Vertentes,MG,2017-07-02,14.918605243458467,26.99724236656638,1137.3190487132354
Caparaó,ES,2017-07-02,15.201181737388053,26.25981558823004,1062.8830968345085
Ceará,CE,2017-07-02,21.031787602588384,32.00727576438827,876.3256170099431
Cerrado Mineiro,MG,2017-07-02,17.596546917475035,29.39813320483727,1130.5694371572934
Chapada Diamantina,BA,2017-07-02,17.36561275680712,28.207137451739115,522.0896052817873
Chapada de Minas,MG,2017-07-02,17.44361854566798,29.106769051331217,738.1708943974505
Conilon Capixaba,ES,2017-07-02,19.615143016532617,29.8815912493953,996.7080750642
Goiás,GO,2017-07-02,18.180962655938455,30.153000089176967,1291.7515118692315
Mantiqueira de Minas,MG,2017-07-02,13.10330552321214,26.13899935208834,1111.8770845853364
Marília e Garça,SP,2017-07-02,18.104131783379447,29.23746854994032,1651.2127631293404
Matas de Minas,MG,2017-07-02,16.460658820359022,27.56898834655335,936.6048332161004
Matas de Rondônia,RO,2017-07-02,21.499100969839787,32.406466962289116,1904.710165803329
Mato Grosso,MT,2017-07-02,20.99951397485721,32.15079226860633,1925.586253682121
Montanhas de Minas,MG,2017-07-02,17.082541503404315,27.816924905418453,1001.5125597043145
Montanhas do Espírito Santo,ES,2017-07-02,16.226592051188153,25.878504358927408,1057.3893693033854
Média Mogiana,SP,2017-07-02,15.59034396254498,27.363352402396824,1295.0843373174253
Noroeste/Norte do Rio de Janeiro,RJ,2017-07-02,18.798190635970876,29.447442501406126,783.1236889030359
Norte Pioneiro do Paraná,PR,2017-07-02,16.921282159521226,27.62111655701982,1758.645086193761
Norte e Noroeste de Minas,MG,2017-07-02,17.755251478265833,30.735645320680405,1209.5148349338108
Oeste da Bahia,BA,2017-07-02,18.208272617768475,31.423104553936636,903.477073955026
Ourinhos e Avaré,SP,2017-07-02,16.646120727703135,27.647033793951877,1831.0586672547042
Paraná,PR,2017-07-02,18.02485208448611,28.628680690338737,1839.0248641967773
Pernambuco,PE,2017-07-02,19.468033775916467,29.323838248619666,916.6550311748798
Pinhal,SP,2017-07-02,15.742882838616005,28.398622659536507,1202.6607666015625
Planalto Central,DF,2017-07-02,16.830838132787633,28.43798909363923,1218.6600160951969
Planalto de Vitória da Conquista,BA,2017-07-02,17.11989802644964,28.26743313304165,561.7898242348119
Rondônia,RO,2017-07-02,21.76897025520193,32.375994430317455,2035.6072255315798
Serrana de Itiruçu/Brejões,BA,2017-07-02,18.06191885748575,27.629411187282827,663.120370199514
Serrana do Rio de Janeiro,RJ,2017-07-02,15.459488831314387,26.18332612280752,1096.6623032513787
Sul de Minas,MG,2017-07-02,14.404198146057128,27.016968518066406,1172.3260677734374
Sul do Rio de Janeiro,RJ,2017-07-02,16.298256018222908,27.166636491433167,1123.8609806941106
Acre,AC,2018-07-02,20.929842699712246,31.087674452431838,1708.2466430664062
Alta Mogiana,SP,2018-07-02,17.035341936966468,28.766428059545056,1557.1411911536907
Atlântico Baiano,BA,2018-07-02,19.6338053664116,28.716386098295587,1396.6169584091394
Campo das Vertentes,MG,2018-07-02,15.52670700409833,26.819393410402185,1450.8085901596967
Caparaó,ES,2018-07-02,15.894608590661026,26.32290979711021,1621.1815572599085
Ceará,CE,2018-07-02,20.786936731049508,31.473190423214074,996.5251871744791
Cerrado Mineiro,MG,2018-07-02,17.57115040062377,29.32024597973557,1411.3573262153452
Chapada Diamantina,BA,2018-07-02,17.576906122682708,28.17676591695906,778.9747729673704
Chapada de Minas,MG,2018-07-02,17.708120041300816,29.251435792318865,980.8279079668039
Conilon Capixaba,ES,2018-07-02,20.12456139811763,29.99807016937821,1415.2118405942563
Goiás,GO,2018-07-02,18.1806629588095,30.000849201820827,1450.6603696281225
Mantiqueira de Minas,MG,2018-07-02,13.605042127462534,25.978299140930176,1307.8851881760818
Marília e Garça,SP,2018-07-02,18.274316787719727,29.823702579074435,1294.239710828993
Matas de Minas,MG,2018-07-02,16.907460892950738,27.404888593233547,1381.195887852382
Matas de Rondônia,RO,2018-07-02,21.195887723176376,31.64293158158012,1895.7036858157835
Mato Grosso,MT,2018-07-02,20.369802757590296,31.441337876482237,2230.4213770978236
Montanhas de Minas,MG,2018-07-02,17.500460680266073,27.85542835508074,1439.672335287682
Montanhas do Espírito Santo,ES,2018-07-02,16.694527333577472,26.089279403686522,1482.1224283854167
Média Mogiana,SP,2018-07-02,15.799690609392913,27.601316783739172,1256.2523651123047
Noroeste/Norte do Rio de Janeiro,RJ,2018-07-02,19.185043069380747,29.132525842401044,1234.5822784810127
Norte Pioneiro do Paraná,PR,2018-07-02,16.79224941578317,27.838619881487908,1246.5949512238199
Norte e Noroeste de Minas,MG,2018-07-02,17.78662191496955,30.731379244062637,1360.5340059068467
Oeste da Bahia,BA,2018-07-02,17.886850183660332,31.15570965425216,1240.40130851868
Ourinhos e Avaré,SP,2018-07-02,16.40783477085893,27.96314865030268,1209.6816957535282
Paraná,PR,2018-07-02,17.543411905828275,28.33890700340271,1575.0201582657664
Pernambuco,PE,2018-07-02,19.140259786752555,29.45199094919058,760.6747028057392
Pinhal,SP,2018-07-02,15.87036107136653,28.513570198645958,1201.939218374399
Planalto Central,DF,2018-07-02,17.066762570981627,28.3701182824594,1516.0245203088832
Planalto de Vitória da Conquista,BA,2018-07-02,17.60694556487234,28.671292229702598,720.4003823263604
Rondônia,RO,2018-07-02,21.407690940266303,31.82013704345078,2153.2010409012864
Serrana de Itiruçu/Brejões,BA,2018-07-02,18.20123051488122,27.842628989108775,830.6810416288154
Serrana do Rio de Janeiro,RJ,2018-07-02,16.10708341411516,26.009795058007334,1580.230921128217
Sul de Minas,MG,2018-07-02,14.92848494873047,26.893846893310545,1412.90464921875
Sul do Rio de Janeiro,RJ,2018-07-02,16.872585834600986,27.147057215372723,1352.8489520733174
Acre,AC,2019-07-02,21.25807534510167,31.80180648343647,2150.8364940240754
Alta Mogiana,SP,2019-07-02,17.288394434698695,29.450005597081677,1553.9848990604796
Atlântico Baiano,BA,2019-07-02,19.804635008720503,29.82220181155967,975.5998214652005
Campo das Vertentes,MG,2019-07-02,15.785138172261854,27.59679381987628,1291.3070840274586
Caparaó,ES,2019-07-02,15.924684640837878,27.373961471929782,1126.9707046136623
Ceará,CE,2019-07-02,20.994362262764362,31.342936814433397,1113.2212154504025
Cerrado Mineiro,MG,2019-07-02,17.884587062812,30.124194279467343,1155.6854792055876
Chapada Diamantina,BA,2019-07-02,17.875181013766717,29.129356547359198,586.3906235251728
Chapada de Minas,MG,2019-07-02,18.01785754139313,30.55608694273382,624.2368841965427
Conilon Capixaba,ES,2019-07-02,20.57174163394504,31.02555329711349,924.2900616681135
Goiás,GO,2019-07-02,18.606926824652366,30.887130305625462,1223.5440212390588
Mantiqueira de Minas,MG,2019-07-02,13.830761726085957,26.553327633784367,1375.474841778095
Marília e Garça,SP,2019-07-02,18.62978129916721,30.397079594930013,1256.9011745876737
Matas de Minas,MG,2019-07-02,17.105370721616946,28.4572312681825,1042.1628614305616
Matas de Rondônia,RO,2019-07-02,21.57475391332654,32.66852039945298,2097.604200987885
Mato Grosso,MT,2019-07-02,20.828039221024003,32.27267205910604,1986.9699947939243
Montanhas de Minas,MG,2019-07-02,17.814354584629374,28.965224599479733,1093.2970246049695
Montanhas do Espírito Santo,ES,2019-07-02,16.90726079305013,27.15325365702311,1126.6689664713542
Média Mogiana,SP,2019-07-02,16.139012129410453,28.22540444913118,1325.5741298509681
Noroeste/Norte do Rio de Janeiro,RJ,2019-07-02,19.413133717790434,30.04451997974251,1053.0674685707575
Norte Pioneiro do Paraná,PR,2019-07-02,17.30768410702969,28.80730895455002,1144.17791012162
Norte e Noroeste de Minas,MG,2019-07-02,18.247072758498014,31.395429257993346,1214.22127589473
Oeste da Bahia,BA,2019-07-02,18.215718656937707,32.19385145054782,837.6503466845834
Ourinhos e Avaré,SP,2019-07-02,16.933954946456417,28.690446443455194,1272.9620374453966
Paraná,PR,2019-07-02,18.355813277395146,29.64101859142906,1321.1554295389276
Pernambuco,PE,2019-07-02,19.46706302349384,29.8042360159067,785.3796490009014
Pinhal,SP,2019-07-02,16.160966322972225,29.188302700336163,1304.3441256009614
Planalto Central,DF,2019-07-02,17.484271120142054,29.250355932447647,1290.0223637333622
Planalto de Vitória da Conquista,BA,2019-07-02,17.698516523628903,29.761713529887952,454.7778515732079
Rondônia,RO,2019-07-02,21.90111382253187,32.434705424293526,2103.028603659329
Serrana de Itiruçu/Brejões,BA,2019-07-02,18.416982051938078,28.877904980681663,673.4162296029025
Serrana do Rio de Janeiro,RJ,2019-07-02,16.22880853391161,26.87693775401396,1336.0167236328125
Sul de Minas,MG,2019-07-02,15.194866658782958,27.5647587097168,1314.6087485351563
Sul do Rio de Janeiro,RJ,2019-07-02,16.98935166383401,27.93261425311749,1274.9640002128406
Acre,AC,2020-04-16,21.353516818290977,31.377739465416376,1096.813623016204
Alta Mogiana,SP,2020-04-16,16.725879554090827,28.195188686765473,888.2751380657328
Atlântico Baiano,BA,2020-04-16,20.002068741680823,29.460708557198583,887.7900089629709
Campo das Vertentes,MG,2020-04-16,15.37273071793949,26.196848644929773,991.9312914680032
Caparaó,ES,2020-04-16,15.661618349028796,26.032894274083578,1078.5896606445312
Ceará,CE,2020-04-16,21.13194710317284,30.206136953951134,1050.6456120038274
Cerrado Mineiro,MG,2020-04-16,17.188351576866324,28.307218138969215,963.662462443792
Chapada Diamantina,BA,2020-04-16,17.899657196271818,27.355515994103868,839.7128028160578
Chapada de Minas,MG,2020-04-16,17.468659956175237,28.25467226157409,757.4226797517932
Conilon Capixaba,ES,2020-04-16,20.216876983642578,29.858857419755722,692.4820031060112
Goiás,GO,2020-04-16,17.896768548515407,29.27807059678373,1005.5502878743229
Mantiqueira de Minas,MG,2020-04-16,12.975012834255512,25.498755785135124,884.59057030311
Marília e Garça,SP,2020-04-16,17.775675328572593,28.765541797214084,761.172747124566
Matas de Minas,MG,2020-04-16,16.30414792040845,26.813558031629015,1038.7229712426245
Matas de Rondônia,RO,2020-04-16,21.56671984022942,32.10974246038907,1195.5879967730978
Mato Grosso,MT,2020-04-16,20.745334359466053,31.642163865954096,1178.9811003445677
Montanhas de Minas,MG,2020-04-16,17.20226994851478,27.25123738166981,1099.694066556773
Montanhas do Espírito Santo,ES,2020-04-16,16.806765200297036,25.734386698404947,1020.0230688476563
Média Mogiana,SP,2020-04-16,15.146749164747154,27.159937796385393,712.1659970490829
Noroeste/Norte do Rio de Janeiro,RJ,2020-04-16,18.85162341443798,28.682657603976093,845.6486036083367
Norte Pioneiro do Paraná,PR,2020-04-16,16.128071040971903,27.697923741442093,572.5286300334525
Norte e Noroeste de Minas,MG,2020-04-16,17.45110426125703,29.77426007941917,883.6305290504738
Oeste da Bahia,BA,2020-04-16,17.636727887678912,29.93133919251794,943.4434284067408
Ourinhos e Avaré,SP,2020-04-16,15.521783551862162,27.6964910158547,671.3838284400201
Paraná,PR,2020-04-16,17.024040827625676,28.572597917757538,663.8730700141505
Pernambuco,PE,2020-04-16,19.676225544856145,29.199567794799805,867.4800311748799
Pinhal,SP,2020-04-16,14.864398259382982,28.00317544203538,711.6558251014122
Planalto Central,DF,2020-04-16,16.828996446397568,27.526517090974032,1193.932696307147
Planalto de Vitória da Conquista,BA,2020-04-16,17.637673281786736,27.982114490709808,620.2058177747225
Rondônia,RO,2020-04-16,22.006096856379006,31.793920109383357,1348.4432280888866
Serrana de Itiruçu/Brejões,BA,2020-04-16,18.710049984066984,28.23570315782414,736.5858629803325
Serrana do Rio de Janeiro,RJ,2020-04-16,15.686134188782935,25.583328321868297,926.1468254538144
Sul de Minas,MG,2020-04-16,14.567366500091552,26.301485675048827,934.5028698242188
Sul do Rio de Janeiro,RJ,2020-04-16,16.266091860257664,26.901590885260166,921.1199246920072
